DATE,Bitcoin (USD)
26-07-2020,9945.00
27-07-2020,11108.00
28-07-2020,10953.00
29-07-2020,11100.00
30-07-2020,11140.00
31-07-2020,11373.00
01-08-2020,11806.00
02-08-2020,11050.00
03-08-2020,11235.00
04-08-2020,11198.00
05-08-2020,11738.00
06-08-2020,11767.00
07-08-2020,11599.00
08-08-2020,11780.00
09-08-2020,11693.00
10-08-2020,11896.00
11-08-2020,11387.00
12-08-2020,11563.00
13-08-2020,11825.00
14-08-2020,11785.00
15-08-2020,11854.00
16-08-2020,11924.00
17-08-2020,12325.00
18-08-2020,11984.00
19-08-2020,11765.00
20-08-2020,11856.00
21-08-2020,11526.00
22-08-2020,11676.00
23-08-2020,11650.00
24-08-2020,11762.00
25-08-2020,11325.00
26-08-2020,11460.00
27-08-2020,11342.00
28-08-2020,11540.00
29-08-2020,11469.00
30-08-2020,11725.00
31-08-2020,11666.00
01-09-2020,11912.00
02-09-2020,11390.00
03-09-2020,10226.00
04-09-2020,.
05-09-2020,10153.00
06-09-2020,10255.00
07-09-2020,10390.00
08-09-2020,10123.00
09-09-2020,10235.00
10-09-2020,10346.00
11-09-2020,10400.00
12-09-2020,10444.00
13-09-2020,10336.00
14-09-2020,10679.00
15-09-2020,10790.00
16-09-2020,10953.00
17-09-2020,10948.00
18-09-2020,10942.00
19-09-2020,11075.00
20-09-2020,10912.00
21-09-2020,10426.00
22-09-2020,10529.00
23-09-2020,10230.00
24-09-2020,10741.00
25-09-2020,10693.00
26-09-2020,10730.00
27-09-2020,10792.00
28-09-2020,10681.00
29-09-2020,10846.00
30-09-2020,10783.00
01-10-2020,10599.00
02-10-2020,10578.00
03-10-2020,10545.00
04-10-2020,10662.00
05-10-2020,10800.00
06-10-2020,10594.00
07-10-2020,10671.00
08-10-2020,10927.00
09-10-2020,11059.00
10-10-2020,11304.00
11-10-2020,11370.00
12-10-2020,11535.00
13-10-2020,11434.00
14-10-2020,11427.00
15-10-2020,11509.00
16-10-2020,11329.00
17-10-2020,11366.00
18-10-2020,11517.00
19-10-2020,11765.00
20-10-2020,11917.00
21-10-2020,12836.00
22-10-2020,12977.00
23-10-2020,12943.00
24-10-2020,13121.00
25-10-2020,13050.00
26-10-2020,13073.00
27-10-2020,13698.00
28-10-2020,13280.00
29-10-2020,13460.00
30-10-2020,13583.00
31-10-2020,13745.00
01-11-2020,13785.00
02-11-2020,13574.00
03-11-2020,14051.00
04-11-2020,14160.00
05-11-2020,15637.00
06-11-2020,15596.00
07-11-2020,14815.00
08-11-2020,15488.00
09-11-2020,15334.00
10-11-2020,15325.00
11-11-2020,15724.00
12-11-2020,16320.00
13-11-2020,16340.00
14-11-2020,16093.00
15-11-2020,15947.00
16-11-2020,16715.00
17-11-2020,17661.00
18-11-2020,17803.00
19-11-2020,17804.00
20-11-2020,18703.00
21-11-2020,18710.00
22-11-2020,18477.00
23-11-2020,18391.00
24-11-2020,19185.00
25-11-2020,18706.00
26-11-2020,17173.00
27-11-2020,17157.00
28-11-2020,17718.00
29-11-2020,18239.00
30-11-2020,19727.00
01-12-2020,18763.00
02-12-2020,19246.00
03-12-2020,19430.00
04-12-2020,18692.00
05-12-2020,19157.00
06-12-2020,19397.00
07-12-2020,19203.00
08-12-2020,18312.00
09-12-2020,18550.00
10-12-2020,18287.00
11-12-2020,18048.00
12-12-2020,18826.00
13-12-2020,19133.00
14-12-2020,19288.00
15-12-2020,19451.00
16-12-2020,21385.00
17-12-2020,22830.00
18-12-2020,23169.00
19-12-2020,23815.00
20-12-2020,23452.00
21-12-2020,22777.00
22-12-2020,23840.00
23-12-2020,23197.00
24-12-2020,23740.00
25-12-2020,24736.00
26-12-2020,26519.00
27-12-2020,26320.00
28-12-2020,27044.00
29-12-2020,27408.00
30-12-2020,28935.00
31-12-2020,29027.00
01-01-2021,29391.00
02-01-2021,32245.00
03-01-2021,33134.00
04-01-2021,32127.00
05-01-2021,34131.00
06-01-2021,36980.00
07-01-2021,39573.00
08-01-2021,40667.00
09-01-2021,40346.00
10-01-2021,38242.00
11-01-2021,35474.00
12-01-2021,33968.00
13-01-2021,37521.00
14-01-2021,39171.00
15-01-2021,36868.00
16-01-2021,35869.00
17-01-2021,35931.00
18-01-2021,36766.00
19-01-2021,35673.00
20-01-2021,35570.00
21-01-2021,30647.00
22-01-2021,32886.00
23-01-2021,32021.00
24-01-2021,32250.00
25-01-2021,31979.00
26-01-2021,32580.00
27-01-2021,30552.00
28-01-2021,33485.00
29-01-2021,34330.00
30-01-2021,34229.00
31-01-2021,33076.00
01-02-2021,33458.00
02-02-2021,35511.00
03-02-2021,37769.00
04-02-2021,37071.00
05-02-2021,38377.00
06-02-2021,38996.00
07-02-2021,38889.00
08-02-2021,46674.00
09-02-2021,46595.00
10-02-2021,44887.00
11-02-2021,48121.00
12-02-2021,47524.00
13-02-2021,47274.00
14-02-2021,48703.00
15-02-2021,47912.00
16-02-2021,49257.00
17-02-2021,52270.00
18-02-2021,51644.00
19-02-2021,56030.00
20-02-2021,55960.00
21-02-2021,57538.00
22-02-2021,54130.00
23-02-2021,48972.00
24-02-2021,49790.00
25-02-2021,46928.00
26-02-2021,46360.00
27-02-2021,45974.00
28-02-2021,45352.00
01-03-2021,49652.00
02-03-2021,48368.00
03-03-2021,50165.00
04-03-2021,48327.00
05-03-2021,48908.00
06-03-2021,48987.00
07-03-2021,50858.00
08-03-2021,52473.00
09-03-2021,55000.00
10-03-2021,56046.00
11-03-2021,57911.00
12-03-2021,57175.00
13-03-2021,61130.00
14-03-2021,59193.00
15-03-2021,55430.00
16-03-2021,57127.00
17-03-2021,59221.00
18-03-2021,57562.00
19-03-2021,58001.00
20-03-2021,58051.00
21-03-2021,57402.00
22-03-2021,54230.00
23-03-2021,54269.00
24-03-2021,52295.00
25-03-2021,51386.00
26-03-2021,55314.00
27-03-2021,55932.00
28-03-2021,55822.00
29-03-2021,57631.00
30-03-2021,58800.00
31-03-2021,58838.00
01-04-2021,58769.00
02-04-2021,59020.00
03-04-2021,56731.00
04-04-2021,58266.00
05-04-2021,59200.00
06-04-2021,58018.00
07-04-2021,55962.00
08-04-2021,58109.00
09-04-2021,58126.00
10-04-2021,60039.00
11-04-2021,60133.00
12-04-2021,59903.00
13-04-2021,63661.00
14-04-2021,63283.00
15-04-2021,63347.00
16-04-2021,61486.00
17-04-2021,60199.00
18-04-2021,56351.00
19-04-2021,55797.00
20-04-2021,56515.00
21-04-2021,53919.00
22-04-2021,51653.00
23-04-2021,51232.00
24-04-2021,50168.00
25-04-2021,49272.00
26-04-2021,53970.00
27-04-2021,55121.00
28-04-2021,54964.00
29-04-2021,53563.00
30-04-2021,57640.00
01-05-2021,57869.00
02-05-2021,56632.00
03-05-2021,57213.00
04-05-2021,53129.00
05-05-2021,57518.00
06-05-2021,56486.00
07-05-2021,57374.00
08-05-2021,59045.00
09-05-2021,58410.00
10-05-2021,55937.00
11-05-2021,56719.00
12-05-2021,49096.00
13-05-2021,49635.00
14-05-2021,49924.00
15-05-2021,46985.00
16-05-2021,46523.00
17-05-2021,43769.00
18-05-2021,42990.00
19-05-2021,37237.00
20-05-2021,40750.00
21-05-2021,37425.00
22-05-2021,37383.00
23-05-2021,34927.00
24-05-2021,38725.00
25-05-2021,38370.00
26-05-2021,39213.00
27-05-2021,38368.00
28-05-2021,35770.00
29-05-2021,34622.00
30-05-2021,35545.00
31-05-2021,37154.00
01-06-2021,36765.00
02-06-2021,37501.00
03-06-2021,39215.00
04-06-2021,36895.00
05-06-2021,35565.00
06-06-2021,35873.00
07-06-2021,33816.00
08-06-2021,33432.00
09-06-2021,37357.00
10-06-2021,36718.00
11-06-2021,37282.00
12-06-2021,35610.00
13-06-2021,39122.00
14-06-2021,40497.00
15-06-2021,40094.00
16-06-2021,38394.00
17-06-2021,38028.00
18-06-2021,35777.00
19-06-2021,35498.00
20-06-2021,35566.00
21-06-2021,31687.00
22-06-2021,32508.00
23-06-2021,33688.00
24-06-2021,34695.00
25-06-2021,31705.00
26-06-2021,32266.00
27-06-2021,34597.00
28-06-2021,34542.00
29-06-2021,35929.00
30-06-2021,34996.00
01-07-2021,33538.00
02-07-2021,33832.00
03-07-2021,34634.00
04-07-2021,35127.00
05-07-2021,33673.00
06-07-2021,34194.00
07-07-2021,33791.00
08-07-2021,32878.00
09-07-2021,33767.00
10-07-2021,33547.00
11-07-2021,34236.00
12-07-2021,33097.00
13-07-2021,32769.00
14-07-2021,32817.00
15-07-2021,31891.00
16-07-2021,31409.00
17-07-2021,31504.00
18-07-2021,31753.00
19-07-2021,30850.00
20-07-2021,29789.00
21-07-2021,32086.00
22-07-2021,32328.00
23-07-2021,33700.00
24-07-2021,34275.00
25-07-2021,35369.00
26-07-2021,37269.00
27-07-2021,39382.00
28-07-2021,40032.00
29-07-2021,40025.00
30-07-2021,42189.00
31-07-2021,41472.00
01-08-2021,39817.00
02-08-2021,39147.00
03-08-2021,38207.00
04-08-2021,39730.00
05-08-2021,40894.00
06-08-2021,42828.00
07-08-2021,44489.00
08-08-2021,43933.00
09-08-2021,46209.00
10-08-2021,45566.00
11-08-2021,45483.00
12-08-2021,44454.00
13-08-2021,47765.00
14-08-2021,47135.00
15-08-2021,47090.00
16-08-2021,45931.00
17-08-2021,44719.00
18-08-2021,44735.00
19-08-2021,46737.00
20-08-2021,49351.00
21-08-2021,48897.00
22-08-2021,49328.00
23-08-2021,49465.00
24-08-2021,47770.00
25-08-2021,48985.00
26-08-2021,46771.00
27-08-2021,49082.00
28-08-2021,48963.00
29-08-2021,48771.00
30-08-2021,46924.00
31-08-2021,47066.00
01-09-2021,48889.00
02-09-2021,49273.00
03-09-2021,49919.00
04-09-2021,49949.00
05-09-2021,51783.00
06-09-2021,52691.00
07-09-2021,46944.00
08-09-2021,46022.00
09-09-2021,46415.00
10-09-2021,44898.00
11-09-2021,45127.00
12-09-2021,46010.00
13-09-2021,44969.00
14-09-2021,47096.00
15-09-2021,48107.00
16-09-2021,47773.00
17-09-2021,47338.00
18-09-2021,48300.00
19-09-2021,47271.00
20-09-2021,42991.00
21-09-2021,40656.00
22-09-2021,43544.00
23-09-2021,44893.00
24-09-2021,42817.00
25-09-2021,42682.00
26-09-2021,43142.00
27-09-2021,42215.00
28-09-2021,41006.00
29-09-2021,41522.00
30-09-2021,43834.00
01-10-2021,48145.00
02-10-2021,47693.00
03-10-2021,48180.00
04-10-2021,49249.00
05-10-2021,51442.00
06-10-2021,55279.00
07-10-2021,53845.00
08-10-2021,53983.00
09-10-2021,54951.00
10-10-2021,54655.00
11-10-2021,57440.00
12-10-2021,56019.00
13-10-2021,57373.00
14-10-2021,57327.00
15-10-2021,61682.00
16-10-2021,60881.00
17-10-2021,61541.00
18-10-2021,62037.00
19-10-2021,64354.00
20-10-2021,66005.00
21-10-2021,62152.00
22-10-2021,60672.00
23-10-2021,61308.00
24-10-2021,60889.00
25-10-2021,63103.00
26-10-2021,60341.00
27-10-2021,58518.00
28-10-2021,60578.00
29-10-2021,62316.00
30-10-2021,62063.00
31-10-2021,61333.00
01-11-2021,60950.00
02-11-2021,63357.00
03-11-2021,62944.00
04-11-2021,61499.00
05-11-2021,61000.00
06-11-2021,61539.00
07-11-2021,63434.00
08-11-2021,67510.00
09-11-2021,66968.00
10-11-2021,64897.00
11-11-2021,64794.00
12-11-2021,64159.00
13-11-2021,64483.00
14-11-2021,65714.00
15-11-2021,63442.00
16-11-2021,60147.00
17-11-2021,60314.00
18-11-2021,57017.00
19-11-2021,58188.00
20-11-2021,59772.00
21-11-2021,58743.00
22-11-2021,56255.00
23-11-2021,57600.00
24-11-2021,57255.00
25-11-2021,59022.00
26-11-2021,53839.00
27-11-2021,54666.00
28-11-2021,57472.00
29-11-2021,57828.00
30-11-2021,56879.00
01-12-2021,57228.00
02-12-2021,56566.00
03-12-2021,53682.00
04-12-2021,49335.00
05-12-2021,49512.00
06-12-2021,50589.00
07-12-2021,50676.00
08-12-2021,50532.00
09-12-2021,47639.00
10-12-2021,47268.00
11-12-2021,49432.00
12-12-2021,50065.00
13-12-2021,46640.00
14-12-2021,48343.00
15-12-2021,48886.00
16-12-2021,47605.00
17-12-2021,46240.00
18-12-2021,46813.00
19-12-2021,46684.00
20-12-2021,46964.00
21-12-2021,48954.00
22-12-2021,48647.00
23-12-2021,50840.00
24-12-2021,50816.00
25-12-2021,50395.00
26-12-2021,50842.00
27-12-2021,50663.00
28-12-2021,47595.00
29-12-2021,46519.00
30-12-2021,47098.00
31-12-2021,46245.00
01-01-2022,47749.00
02-01-2022,47259.00
03-01-2022,46520.00
04-01-2022,45889.00
05-01-2022,43423.00
06-01-2022,43133.00
07-01-2022,41656.00
08-01-2022,41667.00
09-01-2022,41839.00
10-01-2022,41872.00
11-01-2022,42771.00
12-01-2022,43884.00
13-01-2022,42618.00
14-01-2022,43159.00
15-01-2022,43082.00
16-01-2022,43138.00
17-01-2022,42285.00
18-01-2022,42412.00
19-01-2022,41723.00
20-01-2022,40696.00
21-01-2022,36513.00
22-01-2022,35108.00
23-01-2022,36233.00
24-01-2022,36643.00
25-01-2022,36977.00
26-01-2022,36839.00
27-01-2022,37140.00
28-01-2022,37678.00
29-01-2022,38167.00
30-01-2022,37919.00
31-01-2022,38430.00
01-02-2022,38745.00
02-02-2022,36906.00
03-02-2022,37238.00
04-02-2022,41545.00
05-02-2022,41448.00
06-02-2022,42497.00
07-02-2022,43898.00
08-02-2022,44148.00
09-02-2022,44403.00
10-02-2022,43477.00
11-02-2022,42392.00
12-02-2022,42217.00
13-02-2022,42097.00
14-02-2022,42573.00
15-02-2022,44470.00
16-02-2022,43897.00
17-02-2022,40554.00
18-02-2022,39993.00
19-02-2022,40089.00
20-02-2022,38426.00
21-02-2022,37075.00
22-02-2022,38261.00
23-02-2022,37225.00
24-02-2022,38368.00
25-02-2022,39213.00
26-02-2022,39138.00
27-02-2022,37700.00
28-02-2022,43206.00
01-03-2022,44412.00
02-03-2022,43863.00
03-03-2022,42432.00
04-03-2022,39206.00
05-03-2022,39391.00
06-03-2022,38432.00
07-03-2022,38005.00
08-03-2022,38724.00
09-03-2022,41986.00
10-03-2022,39455.00
11-03-2022,38671.00
12-03-2022,38768.00
13-03-2022,37780.00
14-03-2022,39645.00
15-03-2022,39361.00
16-03-2022,41110.00
17-03-2022,40964.00
18-03-2022,41806.00
19-03-2022,42220.00
20-03-2022,41271.00
21-03-2022,41010.00
22-03-2022,42360.00
23-03-2022,42940.00
24-03-2022,43979.00
25-03-2022,44355.00
26-03-2022,44548.00
27-03-2022,46820.00
28-03-2022,47191.00
29-03-2022,47431.00
30-03-2022,47023.00
31-03-2022,45476.00
01-04-2022,46222.00
02-04-2022,45871.00
03-04-2022,46358.00
04-04-2022,46569.00
05-04-2022,45449.00
06-04-2022,43206.00
07-04-2022,43432.00
08-04-2022,42282.00
09-04-2022,42773.00
10-04-2022,42177.00
11-04-2022,39615.00
12-04-2022,40105.00
13-04-2022,41101.00
14-04-2022,39910.00
15-04-2022,40567.00
16-04-2022,40378.00
17-04-2022,39671.00
18-04-2022,40817.00
19-04-2022,41480.00
20-04-2022,41350.00
21-04-2022,40465.00
22-04-2022,39708.00
23-04-2022,39468.00
24-04-2022,39490.00
25-04-2022,40490.00
26-04-2022,38103.00
27-04-2022,39188.00
28-04-2022,39738.00
29-04-2022,38597.00
30-04-2022,37659.00
01-05-2022,38496.00
02-05-2022,38488.00
03-05-2022,37708.00
04-05-2022,39672.00
05-05-2022,36517.00
06-05-2022,36013.00
07-05-2022,35446.00
08-05-2022,34090.00
09-05-2022,30177.00
10-05-2022,30962.00
11-05-2022,29028.00
12-05-2022,28960.00
13-05-2022,29292.00
14-05-2022,30013.00
15-05-2022,31259.00
16-05-2022,29855.00
17-05-2022,30391.00
18-05-2022,28763.00
19-05-2022,30259.00
20-05-2022,29138.00
21-05-2022,29427.00
22-05-2022,30221.00
